"","Anemone.ID","Month","Month.Clutch","Treatment","Reef.ID","Date","Time","Clutch.Age","M.tend","F.tend","Conflict.M","Conflict.F","Actual.Observer","Manipulation","Age","Laid","ID","expt","FSL.1","FSL.2","FSL","MSL.1","MSL.2","MSL","MDSL","FDSL"
"122",405,"2",2,"F","Limuka","8/4/2018",20,3,13.43395,8.138966667,0,0,"T","7/15/2018","Early",424,405,"Y",57.5,58,57.75,47.4,47.7,47.55,"0.3",0.5
"123",406,"1",1,"M","Limuka","6/29/2018",16,3,12.99286667,1.173283333,0,0,"M","6/13/2018","Early",228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",406,"1",2,"M","Limuka","7/7/2018",24,3,13.22286667,4.967,0,0,"M","6/13/2018","Early",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",406,"1",2,"M","Limuka","7/11/2018",28,7,9.1488,1.0835,0,0,"T","6/13/2018","Late",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",406,"2",1,"M","Limuka","7/29/2018",14,6,13.97285,2.986416667,0,0,"M","7/15/2018","Late",337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",406,"2",1,"M","Limuka","7/27/2018",12,4,14.21536667,1.416433333,0,0,"M","7/15/2018","Early",337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",406,"2",2,"M","Limuka ","8/4/2018",20,3,13.52586667,1.0609,0,0,"M","7/15/2018","Early",421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",406,"2",2,"M","Limuka ","8/8/2018",24,7,14.54921667,4.2346,0,0,"M","7/15/2018","Late",421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",408,"1",1,"C","Bobs","6/25/2018",12,4,10.52113333,1.33435,0,0,"T","6/13/2018","Early",261,408,"Y",54.7,54,54.35,45.9,46.7,46.3,"0.8",-0.7
"131",408,"1",1,"C","Bobs","6/27/2018",14,6,12.51805,1.498683333,0,0,"T","6/13/2018","Late",261,408,"Y",54.7,54,54.35,45.9,46.7,46.3,"0.8",-0.7
"132",408,"1",2,"C","Bobs","7/7/2018",24,7,14.65933333,5.44415,0,0,"T","6/13/2018","Late",403,408,"Y",54.7,54,54.35,45.9,46.7,46.3,"0.8",-0.7
"133",408,"1",2,"C","Bobs","7/3/2018",20,3,12.0875,2.187933333,0,0,"T","6/13/2018","Early",403,408,"Y",54.7,54,54.35,45.9,46.7,46.3,"0.8",-0.7
"134",411,"1",1,"M","Marks","7/5/2018",22,7,13.76015,0.77475,0,0,"T","6/13/2018","Late",360,411,"Y",56.8,57,56.9,47.7,48,47.85,"0.3",0.2
"135",411,"1",2,"M","Marks","7/15/2018",32,4,9.495316667,0.398266667,0,0,"T","6/13/2018","Early",261,411,"Y",56.8,57,56.9,47.7,48,47.85,"0.3",0.2
"136",411,"2",1,"M","Marks","8/6/2018",19,7,6.431666667,0.49075,0,0,"T","7/18/2018","Late",494,411,"Y",56.8,57,56.9,47.7,48,47.85,"0.3",0.2
"137",412,"1",1,"F","Marks","6/23/2018",10,6,13.30176667,3.025383333,0,0,"T","6/13/2018","Late",394,412,"Y",48.8,49.6,49.2,38.7,39.4,39.05,"0.7",0.8
"138",412,"1",1,"F","Marks","6/21/2018",8,4,7.227183333,2.381516667,0,0,"T","6/13/2018","Early",394,412,"Y",48.8,49.6,49.2,38.7,39.4,39.05,"0.7",0.8
"139",412,"1",2,"F","Marks","7/1/2018",18,3,7.10005,1.37215,0,0,"T","6/13/2018","Early",407,412,"Y",48.8,49.6,49.2,38.7,39.4,39.05,"0.7",0.8
"140",412,"1",2,"F","Marks","7/5/2018",22,7,14.16235,5.527116667,0,0,"T","6/13/2018","Late",407,412,"Y",48.8,49.6,49.2,38.7,39.4,39.05,"0.7",0.8
"141",412,"1",3,"F","Marks","7/11/2018",28,3,10.58675,0.9114,0,0,"T","6/13/2018","Early",387,412,"Y",48.8,49.6,49.2,38.7,39.4,39.05,"0.7",0.8
"142",412,"2",1,"F","Marks","7/25/2018",8,3,7.9401,0.74675,0,0,"T","7/17/2018","Early",488,412,"Y",48.8,49.6,49.2,38.7,39.4,39.05,"0.7",0.8
"143",412,"2",2,"F","Marks","8/4/2018",18,3,9.524883333,1.084633333,0,0,"T","7/17/2018","Early",422,412,"Y",48.8,49.6,49.2,38.7,39.4,39.05,"0.7",0.8
"144",412,"2",2,"F","Marks","8/8/2018",22,7,14.35138333,1.57485,0,0,"T","7/17/2018","Late",422,412,"Y",48.8,49.6,49.2,38.7,39.4,39.05,"0.7",0.8
"145",413,"1",1,"C","Marks","6/17/2018",4,4,5.372533333,0.862733333,0,0,"T","6/13/2018","Early",298,413,"Y",52,53,52.5,37.3,37.8,37.55,"0.5",1
"146",413,"1",1,"C","Marks","6/19/2018",6,6,10.6337,1.26725,0,0,"T","6/13/2018","Late",298,413,"Y",52,53,52.5,37.3,37.8,37.55,"0.5",1
"147",413,"1",2,"C","Marks","7/1/2018",18,6,9.586083333,0.8885,0,0,"T","6/13/2018","Late",326,413,"Y",52,53,52.5,37.3,37.8,37.55,"0.5",1
"148",413,"1",2,"C","Marks","6/29/2018",16,4,5.8224,0.9205,0,0,"T","6/13/2018","Early",326,413,"Y",52,53,52.5,37.3,37.8,37.55,"0.5",1
"149",413,"1",3,"C","Marks","7/11/2018",28,7,12.61066667,0.879333333,0,0,"T","6/13/2018","Late",339,413,"Y",52,53,52.5,37.3,37.8,37.55,"0.5",1
"150",413,"1",3,"C","Marks","7/7/2018",24,3,14.62883333,5.016016667,0,0,"T","6/13/2018","Early",339,413,"Y",52,53,52.5,37.3,37.8,37.55,"0.5",1
"151",413,"2",1,"C","Marks","7/25/2018",10,3,3.2839,0.16515,0,0,"T","7/15/2018","Early",473,413,"Y",52,53,52.5,37.3,37.8,37.55,"0.5",1
"152",413,"2",2,"C","Marks","8/8/2018",22,6,10.53536667,0.611916667,0,0,"T","7/17/2018","Late",68,413,"Y",52,53,52.5,37.3,37.8,37.55,"0.5",1
"153",413,"2",2,"C","Marks","8/6/2018",22,4,8.133883333,0.820833333,0,0,"T","7/15/2018","Early",68,413,"Y",52,53,52.5,37.3,37.8,37.55,"0.5",1
"154",417,"1",1,"F","Hanging 1","6/28/2018",15,4,8.5393,2.80105,0,0,"M","6/13/2018","Early",213,417,"Y",49,52,50.5,36.5,38.3,37.4,"1.8",3
"155",417,"1",1,"F","Hanging 1","6/30/2018",17,6,9.63275,3.386866667,0,0,"M","6/13/2018","Late",213,417,"Y",49,52,50.5,36.5,38.3,37.4,"1.8",3
"156",417,"1",2,"F","Hanging 1","7/8/2018",25,4,6.5794,1.171633333,0,0,"M","6/13/2018","Early",170,417,"Y",49,52,50.5,36.5,38.3,37.4,"1.8",3
"157",417,"1",2,"F","Hanging 1","7/10/2018",27,6,7.06725,2.42715,0,0,"M","6/13/2018","Late",170,417,"Y",49,52,50.5,36.5,38.3,37.4,"1.8",3
"158",417,"2",2,"F","Hanging 1 ","8/5/2018",22,4,4.793216667,0.737866667,0,0,"M","7/14/2018","Early",252,417,"Y",49,52,50.5,36.5,38.3,37.4,"1.8",3
"159",424,"1",1,"F","Luba Luba","7/3/2018",20,3,12.9969,0.242133333,0,0,"T","6/13/2018","Early",376,424,"Y",62,62.8,62.4,49.7,49.2,49.45,"-0.5",0.8
"160",424,"1",1,"F","Luba Luba","7/7/2018",24,7,12.54453333,0.577433333,0,0,"T","6/13/2018","Late",376,424,"Y",62,62.8,62.4,49.7,49.2,49.45,"-0.5",0.8
"161",424,"1",2,"F","Luba Luba","7/13/2018",30,3,11.97451667,0.25835,0,0,"T","6/13/2018","Early",393,424,"Y",62,62.8,62.4,49.7,49.2,49.45,"-0.5",0.8
"162",424,"2",1,"F","Luba Luba","8/5/2018",19,7,14.66235,1.14585,0,0,"T","7/17/2018","Late",480,424,"Y",62,62.8,62.4,49.7,49.2,49.45,"-0.5",0.8
"163",426,"1",1,"C","Luba Luba","6/27/2018",14,3,9.3755,1.571583333,0,0,"T","6/13/2018","Early",156,426,"Y",47,48.4,47.7,39.7,39.6,39.65,"-0.1",1.4
"164",426,"1",1,"C","Luba Luba","7/1/2018",18,7,12.19975,0.282566667,0,0,"T","6/13/2018","Late",156,426,"Y",47,48.4,47.7,39.7,39.6,39.65,"-0.1",1.4
"165",426,"1",2,"C","Luba Luba","7/9/2018",26,4,13.15521667,0.899233333,0,0,"T","6/13/2018","Early",197,426,"Y",47,48.4,47.7,39.7,39.6,39.65,"-0.1",1.4
"166",426,"2",1,"C","Luba Luba","7/24/2018",9,6,11.49678333,0.575783333,0,0,"T","7/15/2018","Late",182,426,"Y",47,48.4,47.7,39.7,39.6,39.65,"-0.1",1.4
"167",426,"2",1,"C","Luba Luba","7/21/2018",6,3,8.317583333,2.475133333,0,0,"T","7/15/2018","Early",182,426,"Y",47,48.4,47.7,39.7,39.6,39.65,"-0.1",1.4
"168",440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,"Y",54,53.9,53.95,42,42.4,42.2,"0.4",-0.1
"169",449,"1",2,"F","Crater","7/4/2018",21,7,14.35905,1.129633333,0,0,"T","6/13/2018","Late",619,449,"Y",62,61.7,61.85,50,48.8,49.4,"-1.2",-0.3
"170",449,"1",3,"F","Crater","7/14/2018",31,7,14.52518333,0.597566667,0,0,"T","6/13/2018","Late",422,449,"Y",62,61.7,61.85,50,48.8,49.4,"-1.2",-0.3
"171",449,"1",3,"F","Crater","7/10/2018",27,3,13.77326667,0.39775,0,0,"T","6/13/2018","Early",422,449,"Y",62,61.7,61.85,50,48.8,49.4,"-1.2",-0.3
"172",449,"2",2,"F","Crater","8/11/2018",26,7,14.60113333,0.615833333,0,0,"T","7/16/2018","Late",551,449,"Y",62,61.7,61.85,50,48.8,49.4,"-1.2",-0.3
"173",450,"1",1,"C","Crater","6/20/2018",7,3,13.4347,1.0515,0,0,"T","6/13/2018","Early",332,450,"Y",56.7,58.9,57.8,44.1,44,44.05,"-0.1",2.2
"174",450,"1",1,"C","Crater","6/24/2018",11,7,10.30806667,0.2728,0,0,"T","6/13/2018","Late",332,450,"Y",56.7,58.9,57.8,44.1,44,44.05,"-0.1",2.2
"175",450,"1",2,"C","Crater","7/2/2018",19,3,8.33905,0.10255,0,0,"T","6/13/2018","Early",646,450,"Y",56.7,58.9,57.8,44.1,44,44.05,"-0.1",2.2
"176",450,"1",2,"C","Crater","7/6/2018",23,7,13.91158333,0.5219,0,0,"T","6/13/2018","Late",646,450,"Y",56.7,58.9,57.8,44.1,44,44.05,"-0.1",2.2
"177",451,"1",1,"M","Crater","6/30/2018",17,7,12.65525,3.62805,0,0,"T","6/13/2018","Late",399,451,"Y",59.8,60,59.9,48,58,53,"10",0.2
"178",451,"1",1,"M","Crater","6/26/2018",13,3,8.548766667,1.0142,0,0,"T","6/13/2018","Early",399,451,"Y",59.8,60,59.9,48,58,53,"10",0.2
"179",451,"1",2,"M","Crater","7/6/2018",23,3,11.0289,0.992466667,0,0,"T","6/13/2018","Early",437,451,"Y",59.8,60,59.9,48,58,53,"10",0.2
"180",451,"1",2,"M","Crater","7/10/2018",27,7,12.37983333,5.913583333,0,0,"T","6/13/2018","Late",437,451,"Y",59.8,60,59.9,48,58,53,"10",0.2
"181",451,"2",2,"M","Crater","8/9/2018",26,6,10.89275,1.9609,0,0,"T","7/14/2018","Late",329,451,"Y",59.8,60,59.9,48,58,53,"10",0.2
"182",457,"1",1,"C","Gava 1","7/5/2018",22,6,6.969966667,0.8709,0,0,"M","6/13/2018","Late",84,457,"Y",54.7,54,54.35,42.4,43.5,42.95,"1.1",-0.7
"183",457,"1",1,"C","Gava 1","7/3/2018",20,4,5.687316667,0.535033333,0,1,"M","6/13/2018","Early",84,457,"Y",54.7,54,54.35,42.4,43.5,42.95,"1.1",-0.7
"184",457,"2",1,"C","Gava 1","7/27/2018",14,7,12.95818333,2.289016667,0,0,"M","7/13/2018","Late",208,457,"Y",54.7,54,54.35,42.4,43.5,42.95,"1.1",-0.7
"185",457,"2",1,"C","Gava 1","7/23/2018",10,3,13.04765,2.745066667,0,0,"M","7/13/2018","Early",208,457,"Y",54.7,54,54.35,42.4,43.5,42.95,"1.1",-0.7
"186",457,"2",2,"C","Gava 1 ","8/6/2018",24,6,10.93755,1.63255,0,0,"M","7/13/2018","Late",191,457,"Y",54.7,54,54.35,42.4,43.5,42.95,"1.1",-0.7
"187",457,"2",2,"C","Gava 1 ","8/4/2018",22,4,10.93755,1.63255,0,0,"M","7/13/2018","Early",191,457,"Y",54.7,54,54.35,42.4,43.5,42.95,"1.1",-0.7
"188",460,"1",1,"M","First","7/2/2018",19,7,14.50851667,2.666416667,0,0,"T","6/13/2018","Late",394,460,"Y",55.8,55.5,55.65,40.8,42,41.4,"1.2",-0.3
"189",460,"1",1,"M","First","6/28/2018",15,3,14.5411,0.76635,0,0,"T","6/13/2018","Early",394,460,"Y",55.8,55.5,55.65,40.8,42,41.4,"1.2",-0.3
"190",460,"1",2,"M","First","7/10/2018",27,6,6.530433333,0.807416667,0,0,"T","6/13/2018","Late",375,460,"Y",55.8,55.5,55.65,40.8,42,41.4,"1.2",-0.3
"191",463,"1",1,"C","First","7/2/2018",19,7,13.45605,2.308633333,0,0,"T","6/13/2018","Late",167,463,"Y",52,52.3,52.15,40.5,41.4,40.95,"0.9",0.3
"192",463,"1",1,"C","First","6/28/2018",15,3,13.8021,4.875866667,0,0,"T","6/13/2018","Early",167,463,"Y",52,52.3,52.15,40.5,41.4,40.95,"0.9",0.3
"193",463,"2",2,"C","First","8/3/2018",18,3,13.494,2.266,0,0,"T","7/16/2018","Early",273,463,"Y",52,52.3,52.15,40.5,41.4,40.95,"0.9",0.3
"194",463,"2",2,"C","First","8/6/2018",21,6,10.48825,2.345483333,0,0,"T","7/16/2018","Late",273,463,"Y",52,52.3,52.15,40.5,41.4,40.95,"0.9",0.3
"195",464,"1",1,"F","First","6/28/2018",15,7,9.236216667,1.13075,0,0,"M","6/13/2018","Late",149,464,"Y",45.3,46.1,45.7,34.4,36,35.2,"1.6",0.8
"196",464,"1",1,"F","First","6/24/2018",11,3,7.87305,2.397033333,0,0,"M","6/13/2018","Early",149,464,"Y",45.3,46.1,45.7,34.4,36,35.2,"1.6",0.8
"197",464,"1",2,"F","First","7/8/2018",25,7,6.00675,0.657966667,0,0,"M","6/13/2018","Late",42,464,"Y",45.3,46.1,45.7,34.4,36,35.2,"1.6",0.8
"198",464,"1",2,"F","First","7/4/2018",21,3,5.175916667,1.099283333,0,0,"M","6/13/2018","Early",42,464,"Y",45.3,46.1,45.7,34.4,36,35.2,"1.6",0.8
"199",464,"2",1,"F","First","7/30/2018",14,6,5.0307,1.66755,0,0,"M","7/16/2018","Late",52,464,"Y",45.3,46.1,45.7,34.4,36,35.2,"1.6",0.8
"200",464,"2",1,"F","First","7/28/2018",12,4,6.736766667,0.971933333,0,0,"M","7/16/2018","Early",52,464,"Y",45.3,46.1,45.7,34.4,36,35.2,"1.6",0.8
"201",465,"1",2,"M","First","7/4/2018",21,3,9.280333333,0.816266667,0,0,"M","6/13/2018","Early",273,465,"Y",52,52.7,52.35,36.2,37.5,36.85,"1.3",0.7
"202",465,"1",2,"M","First","7/8/2018",25,7,14.61236667,3.281166667,0,0,"M","6/13/2018","Late",273,465,"Y",52,52.7,52.35,36.2,37.5,36.85,"1.3",0.7
"203",465,"2",1,"M","First","7/28/2018",12,7,14.81286667,3.05035,0,0,"M","7/16/2018","Late",261,465,"Y",52,52.7,52.35,36.2,37.5,36.85,"1.3",0.7
"204",465,"2",1,"M","First","7/24/2018",8,3,6.835716667,2.064933333,0,0,"M","7/16/2018","Early",261,465,"Y",52,52.7,52.35,36.2,37.5,36.85,"1.3",0.7
"205",465,"2",2,"M","First ","8/5/2018",20,7,12.26746667,1.096766667,0,0,"M","7/16/2018","Late",272,465,"Y",52,52.7,52.35,36.2,37.5,36.85,"1.3",0.7
"206",465,"2",2,"M","First","8/1/2018",16,3,7.394216667,1.56125,0,0,"M","7/16/2018","Early",272,465,"Y",52,52.7,52.35,36.2,37.5,36.85,"1.3",0.7
"207",467,"1",1,"C","First","7/2/2018",19,7,7.8972,3.16935,0,0,"M","6/13/2018","Late",53,467,"Y",44.2,45.6,44.9,35,36.5,35.75,"1.5",1.4
"208",467,"1",1,"C","First","6/28/2018",15,3,10.2192,3.5775,0,0,"M","6/13/2018","Early",53,467,"Y",44.2,45.6,44.9,35,36.5,35.75,"1.5",1.4
"209",467,"2",1,"C","First","7/28/2018",12,6,11.6171,6.207966667,0,0,"M","7/16/2018","Late",73,467,"Y",44.2,45.6,44.9,35,36.5,35.75,"1.5",1.4
"210",467,"2",1,"C","First","7/26/2018",10,4,12.30443333,6.4184,0,0,"M","7/16/2018","Early",73,467,"Y",44.2,45.6,44.9,35,36.5,35.75,"1.5",1.4
"211",467,"2",2,"C","First ","8/5/2018",20,4,12.38215,3.61815,0,0,"M","7/16/2018","Early",88,467,"Y",44.2,45.6,44.9,35,36.5,35.75,"1.5",1.4
"212",471,"1",1,"M","First","6/26/2018",13,6,13.77253333,6.953916667,0,0,"T","6/13/2018","Late",319,471,"Y",51.4,52.3,51.85,40.2,42,41.1,"1.8",0.9
"213",471,"1",1,"M","First","6/24/2018",11,4,11.13718333,5.911533333,0,0,"T","6/13/2018","Early",319,471,"Y",51.4,52.3,51.85,40.2,42,41.1,"1.8",0.9
"214",471,"1",2,"M","First","7/6/2018",23,7,13.83891667,8.081666667,0,0,"T","6/13/2018","Late",370,471,"Y",51.4,52.3,51.85,40.2,42,41.1,"1.8",0.9
"215",471,"1",2,"M","First","7/2/2018",19,3,8.5522,3.6811,0,0,"T","6/13/2018","Early",370,471,"Y",51.4,52.3,51.85,40.2,42,41.1,"1.8",0.9
"216",471,"1",3,"M","First","7/14/2018",31,6,13.72925,6.701083333,0,0,"T","6/13/2018","Late",310,471,"Y",51.4,52.3,51.85,40.2,42,41.1,"1.8",0.9
"217",471,"2",1,"M","First","7/24/2018",8,3,5.615316667,1.787916667,0,0,"T","7/16/2018","Early",446,471,"Y",51.4,52.3,51.85,40.2,42,41.1,"1.8",0.9
"218",471,"2",2,"M","First","8/6/2018",21,6,13.50116667,4.669883333,0,0,"T","7/16/2018","Late",485,471,"Y",51.4,52.3,51.85,40.2,42,41.1,"1.8",0.9
"219",471,"2",2,"M","First","8/3/2018",18,3,4.359516667,2.35055,0,0,"T","7/16/2018","Early",485,471,"Y",51.4,52.3,51.85,40.2,42,41.1,"1.8",0.9
"220",474,"1",1,"M","Kilu","7/2/2018",19,4,7.861333333,1.18275,0,0,"T","6/13/2018","Early",211,474,"Y",63,63.3,63.15,55.5,53.7,54.6,"-1.8",0.3
"221",474,"1",1,"M","Kilu","7/4/2018",21,6,12.5846,2.3648,0,0,"T","6/13/2018","Late",211,474,"Y",63,63.3,63.15,55.5,53.7,54.6,"-1.8",0.3
"222",474,"1",2,"M","Kilu","7/14/2018",31,6,13.49045,1.69955,0,0,"T","6/13/2018","Late",249,474,"Y",63,63.3,63.15,55.5,53.7,54.6,"-1.8",0.3
"223",476,"1",1,"F","Kilu","6/26/2018",13,4,10.03658333,0.260666667,0,0,"T","6/13/2018","Early",365,476,"Y",57,57.1,57.05,42.5,42.2,42.35,"-0.3",0.1
"224",476,"1",1,"F","Kilu","6/28/2018",15,6,12.58491667,0.346883333,0,0,"T","6/13/2018","Late",365,476,"Y",57,57.1,57.05,42.5,42.2,42.35,"-0.3",0.1
"225",476,"1",2,"F","Kilu","7/4/2018",21,3,10.54556667,1.479966667,0,0,"T","6/13/2018","Early",469,476,"Y",57,57.1,57.05,42.5,42.2,42.35,"-0.3",0.1
"226",476,"1",2,"F","Kilu","7/8/2018",25,7,14.55615,2.268466667,0,0,"T","6/13/2018","Late",469,476,"Y",57,57.1,57.05,42.5,42.2,42.35,"-0.3",0.1
"227",476,"1",3,"F","Kilu","7/14/2018",31,3,7.9699,1.946516667,0,0,"T","6/13/2018","Early",430,476,"Y",57,57.1,57.05,42.5,42.2,42.35,"-0.3",0.1
"228",476,"2",1,"F","Kilu","8/3/2018",16,7,13.61313333,0.4773,0,0,"T","7/18/2018","Late",506,476,"Y",57,57.1,57.05,42.5,42.2,42.35,"-0.3",0.1
"229",477,"1",1,"C","Kilu","6/28/2018",15,3,7.386883333,1.41795,0,0,"T","6/13/2018","Early",231,477,"Y",53.1,53.2,53.15,46,46,46,"0",0.1
"230",477,"2",2,"C","Kilu","8/9/2018",24,6,13.09146667,4.7201,0,0,"T","7/16/2018","Late",234,477,"Y",53.1,53.2,53.15,46,46,46,"0",0.1
"231",478,"1",1,"F","Kilu","7/6/2018",23,7,12.82431667,0.1236,0,0,"M","6/13/2018","Late",382,478,"Y",63.9,63,63.45,48,48,48,"0",-0.9
"232",478,"1",1,"F","Kilu","7/2/2018",19,3,14.6596,0.1677,0,0,"M","6/13/2018","Early",382,478,"Y",63.9,63,63.45,48,48,48,"0",-0.9
"233",478,"1",2,"F","Kilu","7/14/2018",31,4,14.74518333,1.0497,0,0,"M","6/13/2018","Early",307,478,"Y",63.9,63,63.45,48,48,48,"0",-0.9
"234",478,"2",1,"F","Kilu","7/30/2018",12,3,13.1817,0.1184,0,0,"M","7/18/2018","Early",658,478,"Y",63.9,63,63.45,48,48,48,"0",-0.9
"235",478,"2",1,"F","Kilu","8/3/2018",16,7,13.71536667,0.471,0,0,"M","7/18/2018","Late",658,478,"Y",63.9,63,63.45,48,48,48,"0",-0.9
"236",478,"2",2,"F","Kilu ","8/11/2018",24,4,13.37821667,0.556083333,0,0,"M","7/18/2018","Early",182,478,"Y",63.9,63,63.45,48,48,48,"0",-0.9
"237",479,"1",1,"C","Kilu","7/2/2018",19,3,8.512816667,1.28585,0,0,"M","6/13/2018","Early",179,479,"Y",55,56.4,55.7,44.3,45,44.65,"0.7",1.4
"238",479,"1",1,"C","Kilu","7/6/2018",23,7,5.993783333,3.4102,0,0,"M","6/13/2018","Late",179,479,"Y",55,56.4,55.7,44.3,45,44.65,"0.7",1.4
"239",479,"1",2,"C","Kilu","7/16/2018",33,6,13.11546667,3.0975,0,0,"M","6/13/2018","Late",173,479,"Y",55,56.4,55.7,44.3,45,44.65,"0.7",1.4
"240",479,"1",2,"C","Kilu","7/14/2018",31,4,9.266283333,1.387433333,0,0,"M","6/13/2018","Early",173,479,"Y",55,56.4,55.7,44.3,45,44.65,"0.7",1.4
"241",479,"2",1,"C","Kilu","7/30/2018",12,4,11.37265,1.261833333,0,0,"M","7/18/2018","Early",315,479,"Y",55,56.4,55.7,44.3,45,44.65,"0.7",1.4
"242",479,"2",1,"C","Kilu","8/1/2018",14,6,9.138916667,1.0869,0,0,"M","7/18/2018","Late",315,479,"Y",55,56.4,55.7,44.3,45,44.65,"0.7",1.4
"243",495,"1",1,"M","Bobs","6/25/2018",12,4,11.71468333,1.4802,0,0,"T","6/13/2018","Early",311,495,"Y",53.4,53.5,53.45,43,43.1,43.05,"0.1",0.1
"244",495,"1",1,"M","Bobs","6/27/2018",14,6,13.5141,0.629516667,0,0,"T","6/13/2018","Late",311,495,"Y",53.4,53.5,53.45,43,43.1,43.05,"0.1",0.1
"245",495,"1",2,"M","Bobs","7/3/2018",20,3,11.5937,0.494016667,0,0,"T","6/13/2018","Early",382,495,"Y",53.4,53.5,53.45,43,43.1,43.05,"0.1",0.1
"246",495,"1",2,"M","Bobs","7/7/2018",24,7,14.36643333,2.3268,0,0,"T","6/13/2018","Late",382,495,"Y",53.4,53.5,53.45,43,43.1,43.05,"0.1",0.1
"247",495,"1",3,"M","Bobs","7/15/2018",32,6,12.49163333,0.714783333,0,0,"T","6/13/2018","Late",393,495,"Y",53.4,53.5,53.45,43,43.1,43.05,"0.1",0.1
